speech_id,file,year,sentence,negative,neutral,positive,compound score
speech_00031,parnell_source_00116,1875,"By doing this they would be enabled to show the country that the members were determined to press the question, and backed up by the Irish people he was confident that their efforts would succeed.",0,0.758,0.242,0.836
speech_00031,parnell_source_00117,1876,"By doing this they would be enabled to show the country that the members were determined to press the question, and backed up by the Irish people he was confident that their efforts would succeed.",0,0.758,0.242,0.836
speech_00052,parnell_source_00275,1886,"""If Mr. Trevelyan,"" he continued, ""were to study the literature of America at this moment, he would find that sympathy for the past, sympathy for the grievances of Ireland by the concession of a domestic legislature is shown by all classes, whether Irish or native born American, and more especially that native born Americans are welcoming the efforts of Mr. Gladstone, in the belief that they will bring peace between England and Ireland, and more especially between Irish Americans and England.",0.028,0.844,0.128,0.836
speech_00052,parnell_source_00278,1886,"He thought it a happy and fortunate thing for both Ireland and England that there was one man living, one great statesman, with the immense power and the extraordinary ability of the present Prime Minister, to lend his voice to poor, helpless Ireland.",0.109,0.624,0.267,0.836
speech_00053,parnell_source_00282,1886,"Well, being driven away from the fiction of Protestant Ulster and the great majority of Protestants which until recently was alleged to exist in Ulster, the opponents of this Bill have been compelled to seek refuge in the north east corner of Ulster, consisting of three counties.",0,0.813,0.187,0.836
speech_00053,parnell_source_00283,1886,"The trade of Ireland, the ports and shipping and the main distributing centres, where men of business and wealth congregates, are found on the east, and as is only natural, the east of Ulster and Munster and Leinster are wealthier than the west of those provinces.",0,0.829,0.171,0.836
speech_00066,parnell_source_00296,1880,"With regard to harbours, he would ask the Chief Secretary whether a limited grant could not be made out of the Church Surplus Fund, in addition to that made by the Treasury, for the purpose of giving harbours on the West Coast, which would be of great utility?",0.035,0.768,0.197,0.836
speech_00068,parnell_source_00298,1880,"It was desirable that that statement should go forth, in order to show how thoroughly they had put themselves in the right during that night, and how willing they had shown themselves to be to agree to any compromise that could honourably be accepted.",0,0.802,0.198,0.836
speech_00073,parnell_source_00307,1885,He felt convinced that at the general election of 1866  the Irish people would return to the new House of Commons such a strong party of men as would bear down all opposition and gain for Ireland the right which had been stolen from her.,0.059,0.718,0.223,0.836
speech_00085,parnell_source_00343,1880,"I believe the heart of America is sound towards us, and that we shall receive both moral and material aid in settling this great question.",0,0.736,0.264,0.8349
"speech_00049, speech_00050",parnell_source_00252,1886,Latent virtues have been developed by the incident which even his most ardent admirers hardly imagined he possessed.,0,0.628,0.372,0.8347
speech_00005,parnell_source_00019,1875,"Now he, Mr Parnell, unlike the member for Derry, did not profess to speak for the tenant farmers of Ireland, but he thought that when the time came he should show himself as true to their interests and as firm a supporter of a just Land Bill as the hon member.",0,0.839,0.161,0.8338
speech_00005,parnell_source_00027,1875,"Now he , unlike the member for Derry, did not profess to speak for the tenant farmers of Ireland, but he thought that when the time came he should show himself as true to their interests and as firm a supporter of a just land bill as the hon. member .",0,0.833,0.167,0.8338
speech_00005,parnell_source_00028,1875,"Now he , unlike the member for Derry, did not profess to speak for the tenant farmers of Ireland, but he thought that when the time came he should show himself as true to their interests and as firm a supporter of a just land bill as the hon. member .",0,0.833,0.167,0.8338
speech_00055,parnell_source_00285,1880,"At that time the right hon. Gentleman did not probably know as much about Irish affairs as he now knew; but he effectually disposed of that Motion very much to his own satisfaction, at any rate, by pointing out that the consequence of that Motion would involve a change in the Constitution of this country.",0,0.869,0.131,0.8338
speech_00053,parnell_source_00302,1886,"It is effective, as has been pointed out, in the event of the Irish body exceeding its powers, but it might, under certain circumstances, be more effective.",0,0.731,0.269,0.8338
speech_00072,parnell_source_00306,1880,"Laws have been made to secure the profits of their industry to those who cultivate it, but, the private property of this or that person which is entitled to deal with as he pleases, land never ought to be and never strictly is.",0,0.798,0.202,0.8338
speech_00073,parnell_source_00313,1885,"But when I approached Ireland I found myself getting better and better      and when I landed   interruption at the rere  of the building, and cries of ""Turn him out"")   when I reached Dublin, and came near your beautiful City of Cork, the change became increasingly marked.",0.118,0.627,0.255,0.8338
